COORDENADA X	 COORDENADA Y	 TEMPO
0.4323559243828279	0.190150157199274	0.034705400466918945
0.5966265310396258	0.6265827747958438	0.2447052001953125
0.5494161329327952	0.7037871647160763	0.4947052001953125
0.7557824898864882	0.727923026632341	0.7247052192687988
0.6589012269029483	0.698980903923653	0.9247052669525146
0.6560079616531634	0.6967338815824393	1.1247053146362305
0.6355002244057321	0.4859587068314128	1.3247053623199463
0.6562517167297974	0.49560220257098925	1.524705410003662
0.65772782175017	0.3072750905600402	1.7347052097320557
0.6829014283633618	0.2749257099025664	1.9347052574157715
0.7304869251738634	0.28638994457702827	2.1347053050994873
0.7207583418179334	0.28575572633368834	2.334705352783203
0.7626007229429292	0.3065028799986204	2.534705400466919
0.7619595517499314	0.3092075761823409	2.7347052097320557
0.8026588735728302	0.36006446447824614	2.9347052574157715
0.824603979016881	0.4047405270017726	3.1347053050994873
0.816679067124534	0.4059971246671915	3.334705352783203
0.8384043537438151	0.4603693347086656	3.534705400466919
0.8376371603314621	0.4575011065609233	3.7347052097320557
0.8312179425563551	0.5116716861550225	3.9347052574157715
0.8283392951642188	0.5117956474745087	4.134705305099487
0.7817912329981236	0.5293548061268392	4.334705352783203
0.7769767224684898	0.5336202538759207	4.534705400466919
0.7444100440683769	0.51747491905798	4.734705209732056
0.7441129525279102	0.5198593913988038	4.9347052574157715
0.7083579537368084	0.4906765480903525	5.134705305099487
0.7072987917361301	0.49568529020092394	5.334705352783203
0.676674616897392	0.4904332526899806	5.534705400466919
0.6541957064947105	0.5050839142350597	5.734705209732056
0.652026664393948	0.5116655830729624	5.9347052574157715
0.6103575647539562	0.5098845518633429	6.134705305099487
0.6008504186055565	0.5087732972819912	6.334705352783203
0.578665714670412	0.494072761010761	6.534705400466919
0.5646906780944496	0.46623106186089774	6.734705209732056
0.5640662166779546	0.46836312971271915	6.9347052574157715
0.5712255171147418	0.43167843541957895	7.134705305099487
0.5707138956196011	0.4241889291895933	7.334705352783203
0.5822863446090332	0.37773681627160893	7.534705400466919
0.5829771262857377	0.3695095576882982	7.734705209732056
0.6109123516654085	0.3187811509799816	7.9347052574157715
0.6080701134264092	0.3162106935412239	8.134705305099487
0.6284754130063809	0.27737454128569256	8.334705352783203
0.6263603283519137	0.27925516904003245	8.534705400466919
0.6400982935918889	0.31480864696967054	8.734705209732056
0.6350292459782815	0.32162847186527893	8.934705257415771
0.6512495246140142	0.31171619477897017	9.134705305099487
0.6483227616125676	0.3132246596764	9.334705352783203
